Total Population,Female Population,Male Population,Birth Rate,Death Rate,Compulsory Education Dur.,Employment in Industry(%),Employment in Agriculture(%),Female Employment in Agriculture(%),Female Employment in Industry(%),Unemployment(%),GDP in USD,National Income per Capita,Net income from Abroad,Agriculture value added(in USD),Electric Power Consumption(kWH per capita),Renewable Energy Consumption (%),Fossil Fuel Consumption (%),Year,Country
1324655000.0,644001246.0,680653754.0,12.14,7.06,9.0,26.875,39.5999984741211,36.5859985351563,28.2220001220703,4.59999990463257,4594306848763.08,5.32335581382264,28565055334.0913,467196741836.603,2446.36905458402,14.6019965741267,87.2240518182102,2008,China
1317885000.0,640793072.0,677091928.0,12.1,6.93,9.0,26.6110000610352,40.7999992370605,37.765998840332,28.0909996032715,4.30000019073486,3550342425238.25,13.8212797747811,8040749260.59809,363773907328.294,2325.92676902765,15.3493711431443,87.4078573323802,2007,China
1311020000.0,637560457.0,673459543.0,12.09,6.81,9.0,26.1490001678467,42.5999984741211,39.5429992675781,27.7740001678467,4.40000009536743,2752131773355.16,13.407024109841,-5142352826.89968,292434931645.22,2039.0146603408,17.0946100836398,86.8283422182192,2006,China
1303720000.0,634130240.0,669589760.0,12.4,6.51,9.0,25.4080009460449,44.7999992370605,41.7280006408691,27.1480007171631,4.5,2285965892360.54,11.3585694043663,-16108690294.4726,266120618838.705,1782.31215291627,18.2038186462091,85.8727359992899,2005,China
1296075000.0,630545489.0,665529511.0,12.29,6.42,9.0,24.6879997253418,46.9000015258789,43.8219985961914,26.5319995880127,4.5,1955347004963.27,9.49582814258171,-5131610464.18901,252565293074.618,1585.83878247787,20.2494792551361,84.7964546509664,2004,China
1288400000.0,626956157.0,661443843.0,12.41,6.4,9.0,23.9109992980957,49.0999984741211,46.0229988098145,25.8470001220703,4.59999990463257,1660287965662.68,10.0295760138439,-10218488498.2483,205028943701.824,1379.48463210183,23.9465795861498,83.2297577410762,2003,China
1280400000.0,623205125.0,657194875.0,12.86,6.41,9.0,23.7390003204346,50.0099983215332,46.935001373291,25.7810001373291,4.19999980926514,1470550015081.55,10.819335445701,-14945148120.0918,195605029567.476,1194.85629490784,27.0982015214674,81.202125230752,2002,China
1271850000.0,619165993.0,652684007.0,13.38,6.43,9.0,24.0240001678467,50.0099983215332,46.9389991760254,26.1749992370605,3.79999995231628,1339395718865.3,8.83383049244901,-19173026754.5396,187293882702.879,1076.54912135865,28.4558153762583,80.1974022674318,2001,China
1262645000.0,614775825.0,647869175.0,14.03,6.45,9.0,24.3099994659424,50.0099983215332,46.9449996948242,26.5620002746582,3.29999995231628,1211346869605.24,7.46244127939887,-14665541196.3662,177780193867.172,992.943384720171,29.7307148369434,79.8413558376096,2000,China
1252735000.0,610004104.0,642730896.0,14.64,6.46,9.0,24.5440006256104,50.0999984741211,47.0369987487793,26.8999996185303,3.29999995231628,1093997267271.06,7.39472131527232,-14470281999.9274,175748346819.999,913.963447975829,30.506048980242,79.4000083961012,1999,China
1241935000.0,604764109.0,637170891.0,15.64,6.5,9.0,24.9659996032715,49.7999992370605,46.7379989624023,27.4309997558594,3.20000004768372,1029043097554.08,6.2403135685702,-16643705999.4444,176573862806.344,870.617222318398,29.7399014806871,78.9940358838221,1998,China
1230075000.0,598982994.0,631092006.0,16.57,6.51,9.0,25.2059993743896,49.9000015258789,46.8380012512207,27.7759990692139,3.20000004768372,961603952951.82,8.09588601256704,-11003670000.4824,172081688484.644,852.740686543503,30.1834816771978,78.9351141704471,1997,China
1217550000.0,592868311.0,624681689.0,16.98,6.56,9.0,25.193000793457,50.5,47.4420013427734,27.8549995422363,3.09999990463257,863746717503.789,9.80260845376337,-12436999999.9999,166923247062.856,821.080859102296,30.5371754582264,78.9858756104578,1996,China
1204855000.0,586672507.0,618182493.0,17.12,6.57,9.0,24.5620002746582,52.2000007629395,49.148998260498,27.2880001068115,3.0,734547898220.508,8.678595015830979,-11774422982.5045,143945822921.432,770.280241190849,29.4721113943924,78.4278583846591,1995,China
1191835000.0,580322015.0,611512985.0,17.7,6.49,9.0,23.6989994049072,54.2999992370605,51.2690010070801,26.4669990539551,2.90000009536743,564324670005.917,8.678595015830979,-1035999999.99999,109898181742.026,727.107359659684,31.2494841669185,77.0450401308995,1994,China
1178440000.0,573790071.0,604649929.0,18.09,6.64,9.0,22.8589992523193,56.4000015258789,53.4010009765625,25.6620006561279,2.70000004768372,444731282436.762,8.678595015830979,-922345255.756526,85866351835.7374,662.63704558569,31.6777918019623,76.4687872871531,1993,China
1164970000.0,567224558.0,597745442.0,18.27,6.64,9.0,21.9629993438721,58.5,55.523998260498,24.8110008239746,2.40000009536743,426915712711.146,8.678595015830979,214697142.857166,91056260554.1601,604.693683099136,32.9312779040239,75.4319836058588,1992,China
1150780000.0,560312586.0,590467414.0,19.68,6.7,9.0,21.5930004119873,59.7000007629395,56.7400016784668,24.5090007781982,2.40000009536743,383373318083.624,8.678595015830979,779019512.195068,92140201609.7561,548.953753106589,33.2584735412724,74.8319675985941,1991,China
1135185000.0,552721134.0,582463866.0,21.06,6.67,9.0,25.915000029972624,43.19185672487531,40.25692823954991,27.518892901284357,3.9220356941223145,360857912565.966,8.678595015830979,964871128.107044,95931579346.0803,510.619854913516,34.083614045282,75.709160650649,1990,China
1118650000.0,544679377.0,573970623.0,21.58,6.54,9.0,25.915000029972624,43.19185672487531,40.25692823954991,27.518892901284357,3.9220356941223145,347768051311.741,8.678595015830979,174536012.145757,85591114645.749,487.373173021052,22.8963817902153,74.3173939465768,1989,China
1101630000.0,536408672.0,565221328.0,22.37,6.64,9.0,25.915000029972624,43.19185672487531,40.25692823954991,27.518892901284357,3.9220356941223145,312353631207.819,8.678595015830979,-123304135.802464,78830830316.8724,461.797518222997,22.8963817902153,74.2352166827206,1988,China
1084035000.0,527858967.0,556176033.0,23.33,6.72,9.0,25.915000029972624,43.19185672487531,40.25692823954991,27.518892901284357,3.9220356941223145,272972974764.574,8.678595015830979,-179428587.443897,71848942733.1839,426.554493166734,22.8963817902153,73.2357105644604,1987,China
1066790000.0,519471732.0,547318268.0,22.43,6.86,9.0,25.915000029972624,43.19185672487531,40.25692823954991,27.518892901284357,3.9220356941223145,300758100107.246,8.678595015830979,-23018666.666703,80117436063.7681,391.351624968363,22.8963817902153,72.2246058893174,1986,China
1051040000.0,511798492.0,539241508.0,21.04,6.78,9.0,25.915000029972624,43.19185672487531,40.25692823954991,27.518892901284357,3.9220356941223145,309488028132.653,8.678595015830979,840056020.408105,86453492251.7007,362.812071852641,22.8963817902153,71.5674810575362,1985,China
1036825000.0,504855230.0,531969770.0,19.9,6.82,9.0,25.915000029972624,43.19185672487531,40.25692823954991,27.518892901284357,3.9220356941223145,259946510957.143,8.678595015830979,1274863571.42854,81986338178.5714,336.411641308803,22.8963817902153,71.163906074896,1984,China
1023310000.0,498238544.0,525071456.0,20.19,6.9,9.0,25.915000029972624,43.19185672487531,40.25692823954991,27.518892901284357,3.9220356941223145,230686747153.257,8.678595015830979,876574942.528739,75130342134.0996,317.020257790894,22.8963817902153,69.6064810089214,1983,China
1008630000.0,491049203.0,517580797.0,22.28,6.6,9.0,25.915000029972624,43.19185672487531,40.25692823954991,27.518892901284357,3.9220356941223145,205089699858.779,8.678595015830979,271595419.847312,67240100091.6031,299.197921933712,22.8963817902153,68.8731857013966,1982,China
993885000.0,483835348.0,510049652.0,20.91,6.36,9.0,25.915000029972624,43.19185672487531,40.25692823954991,27.518892901284357,3.9220356941223145,195866382432.54,8.678595015830979,-83333333.3333333,61336696047.619,285.817775698396,22.8963817902153,68.3812488660607,1981,China
981235000.0,477656979.0,503578021.0,18.21,6.34,9.0,25.915000029972624,43.19185672487531,40.25692823954991,27.518892901284357,3.9220356941223145,191149211575.0,8.678595015830979,-11819309096.171583,56645039529.1667,281.624687256366,22.8963817902153,69.0747294923113,1980,China
969005000.0,471700516.0,497304484.0,17.82,6.21,9.0,25.915000029972624,43.19185672487531,40.25692823954991,27.518892901284357,3.9220356941223145,178280594413.043,8.678595015830979,-11819309096.171583,54737987765.2174,267.374265354668,22.8963817902153,69.6596060679882,1979,China
956165000.0,465460554.0,490704446.0,18.25,6.25,9.0,25.915000029972624,43.19185672487531,40.25692823954991,27.518892901284357,3.9220356941223145,149540752829.268,8.678595015830979,-11819309096.171583,41400982231.7073,246.555772277797,22.8963817902153,69.6372321217815,1978,China
943455000.0,459292487.0,484162513.0,18.93,6.87,9.0,25.915000029972624,43.19185672487531,40.25692823954991,27.518892901284357,3.9220356941223145,174938098826.569,8.678595015830979,-11819309096.171583,50715900527.5057,220.657053065594,22.8963817902153,67.4793439025195,1977,China
930685000.0,453096478.0,477588522.0,19.91,7.25,9.0,25.915000029972624,43.19185672487531,40.25692823954991,27.518892901284357,3.9220356941223145,153940455341.506,8.678595015830979,-11819309096.171583,49814566807.4585,204.030364731354,22.8963817902153,65.0788589397339,1976,China
916395000.0,446155493.0,470239507.0,23.01,7.32,9.0,25.915000029972624,43.19185672487531,40.25692823954991,27.518892901284357,3.9220356941223145,163431551779.761,8.678595015830979,-11819309096.171583,52220668889.1279,199.039715406566,22.8963817902153,64.4358141733754,1975,China
900350000.0,438355316.0,461994684.0,24.82,7.34,9.0,25.915000029972624,43.19185672487531,40.25692823954991,27.518892901284357,3.9220356941223145,144182133387.722,8.678595015830979,-11819309096.171583,48194982663.6753,174.233353695785,22.8963817902153,61.436959485179,1974,China
881940000.0,429398133.0,452541867.0,27.93,7.04,9.0,25.915000029972624,43.19185672487531,40.25692823954991,27.518892901284357,3.9220356941223145,138544284708.957,8.678595015830979,-11819309096.171583,45616768875.0377,175.933736988911,22.8963817902153,61.3246620443714,1973,China
862030000.0,419696503.0,442333497.0,29.77,7.61,9.0,25.915000029972624,43.19185672487531,40.25692823954991,27.518892901284357,3.9220356941223145,113687586299.051,8.678595015830979,-11819309096.171583,36853592267.605,163.911928819183,22.8963817902153,60.8595739758203,1972,China
841105000.0,409475913.0,431629087.0,30.65,7.32,9.0,25.915000029972624,43.19185672487531,40.25692823954991,27.518892901284357,3.9220356941223145,99800958648.1436,8.678595015830979,-11819309096.171583,33564871232.4316,151.989347346645,22.8963817902153,59.8993427574403,1971,China
818315000.0,398315770.0,419999230.0,33.43,7.6,9.0,25.915000029972624,43.19185672487531,40.25692823954991,27.518892901284357,3.9220356941223145,92602973434.0726,8.678595015830979,-11819309096.171583,32224388658.705,1081.5719123232268,22.8963817902153,76.19176385018747,1970,China
796025000.0,387362696.0,408662304.0,34.11,8.03,9.0,25.915000029972624,43.19185672487531,40.25692823954991,27.518892901284357,3.9220356941223145,79705906247.4612,8.678595015830979,-11819309096.171583,29904947599.3176,1081.5719123232268,22.8963817902153,76.19176385018747,1969,China
774510000.0,376753699.0,397756301.0,35.59,8.21,9.0,25.915000029972624,43.19185672487531,40.25692823954991,27.518892901284357,3.9220356941223145,70846535055.6503,8.678595015830979,-11819309096.171583,29502802827.1996,1081.5719123232268,22.8963817902153,76.19176385018747,1968,China
754550000.0,366879507.0,387670493.0,33.96,8.43,9.0,25.915000029972624,43.19185672487531,40.25692823954991,27.518892901284357,3.9220356941223145,72881631326.6715,8.678595015830979,-11819309096.171583,29011292550.1665,1081.5719123232268,22.8963817902153,76.19176385018747,1967,China
735400000.0,357394687.0,378005313.0,35.05,8.83,9.0,25.915000029972624,43.19185672487531,40.25692823954991,27.518892901284357,3.9220356941223145,76720285969.6157,8.678595015830979,-11819309096.171583,28523844341.5387,1081.5719123232268,22.8963817902153,76.19176385018747,1966,China
715185000.0,347401432.0,367783568.0,37.88,9.5,9.0,25.915000029972624,43.19185672487531,40.25692823954991,27.518892901284357,3.9220356941223145,70436266146.7219,8.678595015830979,-11819309096.171583,26448127386.4652,1081.5719123232268,22.8963817902153,76.19176385018747,1965,China
698355000.0,339068212.0,359286788.0,39.14,11.5,9.0,25.915000029972624,43.19185672487531,40.25692823954991,27.518892901284357,3.9220356941223145,59708343488.5043,8.678595015830979,-11819309096.171583,22706962385.2466,1081.5719123232268,22.8963817902153,76.19176385018747,1964,China
682335000.0,331140640.0,351194360.0,43.37,10.04,9.0,25.915000029972624,43.19185672487531,40.25692823954991,27.518892901284357,3.9220356941223145,50706799902.5103,8.678595015830979,-11819309096.171583,20208790316.0289,1081.5719123232268,22.8963817902153,76.19176385018747,1963,China
665770000.0,322953588.0,342816412.0,37.01,10.02,9.0,25.915000029972624,43.19185672487531,40.25692823954991,27.518892901284357,3.9220356941223145,47209359005.6056,8.678595015830979,-11819309096.171583,18405231944.1059,1081.5719123232268,22.8963817902153,76.19176385018747,1962,China
660330000.0,320153437.0,340176563.0,18.02,14.24,9.0,25.915000029972624,43.19185672487531,40.25692823954991,27.518892901284357,3.9220356941223145,50056868957.6732,8.678595015830979,-11819309096.171583,17917783735.4781,1081.5719123232268,22.8963817902153,76.19176385018747,1961,China
667070000.0,323234247.0,343835753.0,20.86,25.43,9.0,25.915000029972624,43.19185672487531,40.25692823954991,27.518892901284357,3.9220356941223145,59716467625.3148,8.678595015830979,-11819309096.171583,13839467056.6252,1081.5719123232268,22.8963817902153,76.19176385018747,1960,China
327167434.0,165285036.0,161882398.0,15.66206896551724,8.744051724137933,12.0,19.4370002746582,1.42299997806549,0.754999995231628,8.49499988555908,3.93300008773804,20544343456936.5,1.735522543112606,267900000000.0,152778873809.5238,10318.04936417646,5.957522125753533,89.28966179332612,2018,USA
325147121.0,164275323.0,160871798.0,11.8,8.5,12.0,19.7290000915527,1.43499994277954,0.767000019550323,8.70699977874756,4.35500001907349,19485393853000.0,2.16422812633974,243296000000.0,178579605000.0,10318.04936417646,5.957522125753533,89.28966179332612,2017,USA
323071342.0,163245729.0,159825613.0,12.2,8.493,12.0,19.7740001678467,1.44700002670288,0.774999976158142,8.70400047302246,4.86899995803833,18707188235000.0,-0.0919993213583865,218168000000.0,175923170000.0,10318.04936417646,5.957522125753533,89.28966179332612,2016,USA
320742673.0,162097641.0,158645032.0,12.4,8.44,12.0,19.8729991912842,1.42599999904633,0.741999983787537,8.83500003814697,5.28000020980835,18219297584000.0,2.44451941918041,224626000000.0,189947276000.0,10318.04936417646,8.71693586705814,82.4278282452692,2015,USA
318386421.0,160946480.0,157439941.0,12.5,8.237,12.0,19.992000579834,1.35099995136261,0.699000000953674,8.85499954223633,6.16800022125244,17521746534000.0,2.89827138428673,241062000000.0,208273224000.0,12993.9618247727,8.75430895443964,83.0890424221381,2014,USA
316057727.0,159818687.0,156239040.0,12.4,8.215,12.0,19.9699993133545,1.30799996852875,0.672999978065491,8.82900047302246,7.375,16784849190000.0,0.58108004285134,230732000000.0,223828260000.0,13004.1149096791,8.71326157278159,82.9405096870129,2013,USA
313874218.0,158768267.0,155105951.0,12.6,8.102,12.0,19.7290000915527,1.38999998569489,0.763999998569489,8.77700042724609,8.06900024414063,16197007349000.0,3.49888917024882,232301000000.0,187695610000.0,12964.3301891078,8.48145040759456,83.4371776188128,2012,USA
311580009.0,157658249.0,153921760.0,12.7,8.073,12.0,19.7360000610352,1.45000004768372,0.771000027656555,8.73099994659424,8.94900035858154,15542581104000.0,1.54018171359647,236378000000.0,189073562000.0,13246.029529449,8.16445164623265,83.714052768764,2011,USA
309326085.0,156559796.0,152766289.0,13.0,7.995,12.0,19.6620006561279,1.41600000858307,0.735000014305115,8.46000003814697,9.63300037384033,14992052727000.0,2.33219593125764,195720000000.0,156289352000.0,13394.9485702119,7.5051720554451,84.1505880660269,2010,USA
306771529.0,155298019.0,151473510.0,13.5,7.9,12.0,20.0389995574951,1.34599995613098,0.676999986171722,8.67700004577637,9.25399971008301,14448933025000.0,-2.12611281215432,141937000000.0,139948397000.0,12913.7146883015,7.35440475450257,84.1542537153329,2009,USA
304093966.0,153964934.0,150129032.0,14.0,8.1,12.0,21.4650001525879,1.33500003814697,0.681999981403351,9.60099983215332,5.78399991989136,14712844084000.0,-3.32892059544386,154608000000.0,156807011000.0,13663.4279681827,6.84554083511255,84.968221692611,2008,USA
301231207.0,152533798.0,148697409.0,14.3,8.0,12.0,22.132999420166,1.29299998283386,0.658999979496002,10.048999786377,4.62200021743774,14451858650000.0,-0.423318339525864,109024000000.0,154175628000.0,13657.4528282523,6.30412819821935,85.614705182945,2007,USA
298379912.0,151111214.0,147268698.0,14.3,8.1,12.0,22.3560009002686,1.38399994373322,0.740000009536743,10.0550003051758,4.6230001449585,13814611414000.0,2.55546762510122,50450000000.0,138239746000.0,13583.2669593387,6.39651397057971,85.626472526822,2006,USA
295516599.0,149690393.0,145826206.0,14.0,8.3,12.0,22.2849998474121,1.40900003910065,0.75,10.2449998855591,5.08300018310547,13036640229000.0,1.57157490165289,77955000000.0,148911711000.0,13704.5770481407,5.84109087259038,86.018535392161,2005,USA
292805298.0,148355637.0,144449661.0,14.0,8.2,12.0,22.3770008087158,1.46200001239777,0.776000022888184,10.4630002975464,5.52899980545044,12213729147000.0,2.74820743976511,78184000000.0,153729333000.0,13388.5897105591,5.47765651831783,86.1243128703203,2004,USA
290107933.0,147035365.0,143072568.0,14.1,8.4,12.0,22.4549999237061,1.49600005149841,0.811999976634979,10.7760000228882,5.98899984359741,11458243878000.0,1.52144768718847,58360000000.0,127788915000.0,13307.4920085002,5.32628227356981,86.2783854149701,2003,USA
287625193.0,145830133.0,141795060.0,14.0,8.5,12.0,22.7430000305176,1.5440000295639,0.834999978542328,10.9770002365112,5.78299999237061,10936419054000.0,0.43809900621703,45243000000.0,106130395000.0,13296.1822993023,4.84077918448262,86.2490843609645,2002,USA
284968955.0,144541124.0,140427831.0,14.1,8.5,12.0,23.7350006103516,1.51300001144409,0.836000025272369,11.8649997711182,4.73099994659424,10581821399000.0,0.932860516025386,48749000000.0,119503208000.0,13046.6141478464,4.67857120998539,86.3459809106252,2001,USA
282162411.0,143178430.0,138983981.0,14.4,8.5,12.0,24.4230003356934,1.61800003051758,0.859000027179718,12.7069997787476,3.99200010299683,10252345464000.0,2.44745898368689,35024000000.0,117948761000.0,13671.0520240061,5.42962368850183,85.8808305392289,2000,USA
279040000.0,141656845.0,137383155.0,14.2,8.6,12.0,24.3719997406006,2.45799994468689,1.35699999332428,12.8500003814697,4.2189998626709,9630664202000.0,2.97204839630238,25536000000.0,110866523000.0,13281.8699827982,5.70972659311957,85.7846010464005,1999,USA
275854000.0,140104345.0,135749655.0,14.3,8.6,12.0,24.5179996490479,2.56900000572205,1.34800004959106,13.0609998703003,4.51000022888184,9062818211000.0,4.71028498192526,17411000000.0,110022333000.0,13154.7630268185,4.5342968895809,86.0865943299391,1998,USA
272657000.0,138548214.0,134108786.0,14.2,8.7,12.0,24.6650009155273,2.62299990653992,1.40499997138977,13.2650003433228,5.0,8577554463000.0,4.1299232658576,23300000000.0,114674330000.0,12889.8322801175,4.51426029882715,86.4564944223768,1997,USA
269394000.0,136961367.0,132432633.0,14.4,8.8,12.0,24.8390007019043,2.71700000762939,1.47800004482269,13.4460000991821,5.45100021362305,8073122000000.0,3.23287858305122,30869000000.0,152778873809.5238,12854.2989079193,4.76393045060593,85.5100613230784,1996,USA
266278000.0,135451850.0,130826150.0,14.6,8.8,12.0,25.0219993591309,2.75399994850159,1.52100002765656,13.6470003128052,5.65000009536743,7639749000000.0,2.04826129175792,27952000000.0,152778873809.5238,12659.607628118,4.72655433519206,85.4693359772985,1995,USA
263126000.0,133928126.0,129197874.0,15.0,8.8,12.0,25.1340007781982,2.76999998092651,1.5,13.7910003662109,6.11899995803833,7287236000000.0,3.25820752906594,22966000000.0,152778873809.5238,12455.1621656545,4.08864139839829,85.9121290643525,1994,USA
259919000.0,132378008.0,127540992.0,15.4,8.8,12.0,25.1860008239746,2.58999991416931,1.15100002288818,13.8889999389648,6.90000009536743,6858559000000.0,0.975433189777178,31158000000.0,152778873809.5238,12261.5237824091,4.28152840674077,86.1179647916857,1993,USA
256514000.0,130719657.0,125794343.0,15.8,8.5,12.0,25.257999420166,2.74000000953674,1.23300004005432,14.0179996490479,7.5,6520327000000.0,2.05131299171666,31077000000.0,152778873809.5238,12014.9582478929,4.76308310810846,85.5748223295601,1992,USA
252981000.0,128977075.0,124003925.0,16.2,8.6,12.0,25.4820003509521,2.77699995040894,1.2610000371933,14.1929998397827,6.80000019073486,6158129000000.0,-0.873245925788282,31586000000.0,152778873809.5238,12134.1721315039,4.50791959377071,85.6947378489449,1991,USA
249623000.0,127297431.0,122325569.0,16.7,8.6,12.0,22.371035848345084,1.82299998828343,0.9486071488686968,10.927428620202203,5.934642927987236,5963144000000.0,0.0863898191160217,34692000000.0,152778873809.5238,11713.3317042099,4.17546218583434,86.4378383178815,1990,USA
246819000.0,125869265.0,120949735.0,16.4,8.8,12.0,22.371035848345084,1.82299998828343,0.9486071488686968,10.927428620202203,5.934642927987236,5641580000000.0,1.24943950531207,24789000000.0,152778873809.5238,11531.9323066701,5.957522125753533,87.0932872393801,1989,USA
244499000.0,124661002.0,119837998.0,16.0,8.9,12.0,22.371035848345084,1.82299998828343,0.9486071488686968,10.927428620202203,5.934642927987236,5236438000000.0,4.87546376247776,22657000000.0,152778873809.5238,11298.3325085174,5.957522125753533,87.0772387170186,1988,USA
242289000.0,123494563.0,118794437.0,15.7,8.6,12.0,22.371035848345084,1.82299998828343,0.9486071488686968,10.927428620202203,5.934642927987236,4855215000000.0,2.83444350796907,17488000000.0,152778873809.5238,10886.8582560496,5.957522125753533,87.37781446172,1987,USA
240133000.0,122359414.0,117773586.0,15.6,8.7,12.0,22.371035848345084,1.82299998828343,0.9486071488686968,10.927428620202203,5.934642927987236,4579631000000.0,2.63300354288145,16957000000.0,152778873809.5238,10424.4272965398,5.957522125753533,87.6566326584691,1986,USA
237924000.0,121213526.0,116710474.0,15.8,8.7,12.0,22.371035848345084,1.82299998828343,0.9486071488686968,10.927428620202203,5.934642927987236,4338979000000.0,3.33595835320662,25365000000.0,152778873809.5238,10414.2078983205,5.957522125753533,88.3016686762272,1985,USA
235825000.0,120145925.0,115679075.0,15.6,8.7,12.0,22.371035848345084,1.82299998828343,0.9486071488686968,10.927428620202203,5.934642927987236,4037613000000.0,7.14250175288456,36290000000.0,152778873809.5238,10282.3746422135,5.957522125753533,88.9010414433368,1984,USA
233792000.0,119129099.0,114662901.0,15.6,8.6,12.0,22.371035848345084,1.82299998828343,0.9486071488686968,10.927428620202203,5.934642927987236,3634038000000.0,2.45638512654014,37085000000.0,152778873809.5238,9742.00571448125,5.957522125753533,89.4550670754244,1983,USA
231664000.0,118069136.0,113594864.0,15.9,8.5,12.0,22.371035848345084,1.82299998828343,0.9486071488686968,10.927428620202203,5.934642927987236,3343789000000.0,-0.0656456737475821,36510000000.0,152778873809.5238,9544.46094343532,5.957522125753533,90.0431205042659,1982,USA
229466000.0,116961245.0,112504755.0,15.8,8.6,12.0,22.371035848345084,1.82299998828343,0.9486071488686968,10.927428620202203,5.934642927987236,3207042000000.0,3.29605886606987,32935000000.0,152778873809.5238,9976.69371497302,5.957522125753533,90.8319465466873,1981,USA
227225000.0,115807153.0,111417847.0,15.9,8.8,12.0,22.371035848345084,1.82299998828343,0.9486071488686968,10.927428620202203,5.934642927987236,2857307000000.0,-3.34801203195921,34185000000.0,152778873809.5238,9862.36549675432,5.957522125753533,91.4260719583639,1980,USA
225055000.0,114660067.0,110394933.0,15.6,8.5,12.0,22.371035848345084,1.82299998828343,0.9486071488686968,10.927428620202203,5.934642927987236,2627334000000.0,-1.85316519131253,31931000000.0,152778873809.5238,9700.69538557242,5.957522125753533,91.8029261569988,1979,USA
222585000.0,113336721.0,109248279.0,15.0,8.7,12.0,22.371035848345084,1.82299998828343,0.9486071488686968,10.927428620202203,5.934642927987236,2351599000000.0,4.11265206571285,21581000000.0,152778873809.5238,9560.5454096188,5.957522125753533,91.7438061244566,1978,USA
220239000.0,112064477.0,108174523.0,15.1,8.6,12.0,22.371035848345084,1.82299998828343,0.9486071488686968,10.927428620202203,5.934642927987236,2081826000000.0,3.35184860378992,20292000000.0,152778873809.5238,9337.72401799863,5.957522125753533,92.4223027301356,1977,USA
218035000.0,110868770.0,107166230.0,14.6,8.8,12.0,22.371035848345084,1.82299998828343,0.9486071488686968,10.927428620202203,5.934642927987236,1873412000000.0,3.63518045353268,16847000000.0,152778873809.5238,8968.7756552847,5.957522125753533,93.0056154760703,1976,USA
215973000.0,109760877.0,106212123.0,14.6,8.8,12.0,22.371035848345084,1.82299998828343,0.9486071488686968,10.927428620202203,5.934642927987236,1684904000000.0,-1.40257917405562,13004000000.0,152778873809.5238,8522.39400295407,5.957522125753533,93.0979531123041,1975,USA
213854000.0,108644597.0,105209403.0,14.8,9.1,12.0,22.371035848345084,1.82299998828343,0.9486071488686968,10.927428620202203,5.934642927987236,1545243000000.0,-5.27372164381579,15520000000.0,152778873809.5238,8449.92845586241,5.957522125753533,94.1564542460561,1974,USA
